2,GPP-3.02126-47.45373
2001-01-01,6.2992721713242785
2001-01-02,7.311636459035108
2001-01-03,7.923361018691467
2001-01-04,8.66307026117254
2001-01-05,7.770985054105174
2001-01-06,9.459717466963385
2001-01-07,8.258544207838503
2001-01-08,6.77999028843939
2001-01-09,6.74210113449239
2001-01-10,6.498530942215272
2001-01-11,7.041353789354807
2001-01-12,8.429815821013237
2001-01-13,6.309515421976952
2001-01-14,7.248811752245748
2001-01-15,6.854950435254984
2001-01-16,7.750381501609672
2001-01-17,6.032537345379824
2001-01-18,6.391121211235532
2001-01-19,6.655761491270219
2001-01-20,5.943516349507646
2001-01-21,4.987002475112473
2001-01-22,5.813888639712699
2001-01-23,5.536132292669591
2001-01-24,6.578554348227873
2001-01-25,6.795282689012603
2001-01-26,6.7058463074465156
2001-01-27,7.336293281670725
2001-01-28,7.4888133774636065
2001-01-29,8.138679735200064
2001-01-30,7.122732326769872
2001-01-31,6.7852212198634545
2001-02-01,5.442171691321572
2001-02-02,8.162056036961538
2001-02-03,7.785820043312191
2001-02-04,7.6959823946947825
2001-02-05,7.529260789784226
2001-02-06,7.424590232513784
2001-02-07,10.144187059556378
2001-02-08,9.635031627342707
2001-02-09,8.542369386543294
2001-02-10,6.780935860804295
2001-02-11,6.629363383822594
2001-02-12,5.281825150384565
2001-02-13,6.450153041186123
2001-02-14,7.118322234070126
2001-02-15,7.8183459022829
2001-02-16,5.066208320409334
2001-02-17,1.7139912077775303
2001-02-18,5.847226155882641
2001-02-19,7.392294294191834
2001-02-20,8.205439150637815
2001-02-21,6.595628792211569
2001-02-22,8.149976691951883
2001-02-23,6.54909921609615
2001-02-24,6.4872400813885935
2001-02-25,7.311717158711041
2001-02-26,7.174335024737906
2001-02-27,7.749645100965249
2001-02-28,6.5711073828558355
2001-03-01,6.435469602758452
2001-03-02,6.630062705166537
2001-03-03,7.263505266129961
2001-03-04,8.479137603941018
2001-03-05,6.735578277526448
2001-03-06,7.3900376901865235
2001-03-07,7.167745341725533
2001-03-08,8.517518321827907
2001-03-09,5.576308083134933
2001-03-10,5.294683524111426
2001-03-11,7.152422567633724
2001-03-12,6.398805908493152
2001-03-13,7.968876891824687
2001-03-14,7.806738919358255
2001-03-15,8.517799474847784
2001-03-16,6.779108714371151
2001-03-17,7.285252176186126
2001-03-18,6.880774468988722
2001-03-19,7.772093565816083
2001-03-20,6.311487945329457
2001-03-21,9.103260815488971
2001-03-22,5.599027298659156
2001-03-23,6.715175771769029
2001-03-24,7.342967762509287
2001-03-25,7.847790506809464
2001-03-26,8.281307403463277
2001-03-27,8.63387237171525
2001-03-28,7.077989008311152
2001-03-29,8.95447248464519
2001-03-30,5.692251319079716
2001-03-31,5.772453755821141
2001-04-01,7.6647597541508725
2001-04-02,7.5923004365787214
2001-04-03,6.811498861950377
2001-04-04,6.619648908579979
2001-04-05,5.8083131369585335
2001-04-06,7.692404738193792
2001-04-07,8.21989297285391
2001-04-08,5.784650993073265
2001-04-09,6.928983983630594
2001-04-10,6.9073403369578275
2001-04-11,8.620279283000302
2001-04-12,7.0972072099437815
2001-04-13,6.832733915460718
2001-04-14,6.885583245511461
2001-04-15,5.118742717335326
2001-04-16,7.900169794860666
2001-04-17,4.745031682267437
2001-04-18,6.002065744960473
2001-04-19,5.61322815015851
2001-04-20,6.841853145349255
2001-04-21,5.962411368355367
2001-04-22,5.7418685376489655
2001-04-23,8.66164501185535
2001-04-24,5.5204632047697455
2001-04-25,7.204424128416004
2001-04-26,8.128121949246971
2001-04-27,9.14401197142477
2001-04-28,6.6375319905648045
2001-04-29,9.713405318148569
2001-04-30,7.549102987671842
2001-05-01,7.73580638016423
2001-05-02,7.211275298294346
2001-05-03,5.560002219918504
2001-05-04,6.474149869249912
2001-05-05,7.513560488123289
2001-05-06,6.66509806520323
2001-05-07,6.26166643137271
2001-05-08,7.440640842404415
2001-05-09,7.946387859481043
2001-05-10,7.1826050394792755
2001-05-11,7.358333801818616
2001-05-12,8.982877600320549
2001-05-13,7.100943257316385
2001-05-14,8.007609355884357
2001-05-15,7.43247172508565
2001-05-16,6.9634324254808195
2001-05-17,7.358979540960391
2001-05-18,7.09259229906389
2001-05-19,8.899760186947672
2001-05-20,7.28336793327198
2001-05-21,5.172506897982004
2001-05-22,6.951252328739966
2001-05-23,9.397213438601831
2001-05-24,7.6187711780408005
2001-05-25,7.853138411741682
2001-05-26,7.199039288493588
2001-05-27,6.146112986162052
2001-05-28,7.051070185846093
2001-05-29,5.992364365005993
2001-05-30,4.732705497007986
2001-05-31,7.043923928232221
2001-06-01,7.496201996950095
2001-06-02,6.896072180118881
2001-06-03,7.779428654892824
2001-06-04,7.656147341822866
2001-06-05,7.76008342737077
2001-06-06,9.036849846248773
2001-06-07,7.54128304142464
2001-06-08,8.371626400048426
2001-06-09,7.0022192871763735
2001-06-10,6.917487724757331
2001-06-11,7.334010139642521
2001-06-12,9.503025387840545
2001-06-13,8.809198205153212
2001-06-14,8.194423085601322
2001-06-15,6.789253670512952
2001-06-16,7.998372109233618
2001-06-17,7.941325623220392
2001-06-18,7.936991347825227
2001-06-19,7.932657072430064
2001-06-20,7.928322797034899
2001-06-21,7.9239885216397346
2001-06-22,7.919654246244571
2001-06-23,7.915319970849406
2001-06-24,7.910985695454242
2001-06-25,7.906651420059077
2001-06-26,7.902317144663914
2001-06-27,7.897982869268749
2001-06-28,9.48987375507832
2001-06-29,7.653250591728634
2001-06-30,9.357699687098338
2001-07-01,9.977486282950041
2001-07-02,7.962005585568139
2001-07-03,11.289746804688171
2001-07-04,8.18541203571435
2001-07-05,8.511102798251079
2001-07-06,9.910982150846547
2001-07-07,8.76675134294684
2001-07-08,9.647302622348906
2001-07-09,9.629260403939993
2001-07-10,8.81733300237237
2001-07-11,10.167587944758694
2001-07-12,11.66050498897182
2001-07-13,11.019852120547235
2001-07-14,9.318098549822444
2001-07-15,10.024072286779642
2001-07-16,10.886365018595724
2001-07-17,11.053039327285427
2001-07-18,10.08885141173163
2001-07-19,10.110365906867445
2001-07-20,11.543095620667742
2001-07-21,10.016200561029743
2001-07-22,10.285951648257305
2001-07-23,9.852545572630898
2001-07-24,10.122483318550895
2001-07-25,10.981345825754488
2001-07-26,8.662477296482884
2001-07-27,9.177695213245249
2001-07-28,12.92950805750365
2001-07-29,10.245479268212893
2001-07-30,11.976775089238966
2001-07-31,10.032769718799281
2001-08-01,10.599804879997663
2001-08-02,11.546394706808634
2001-08-03,11.288615741329638
2001-08-04,10.699843102585158
2001-08-05,11.242370643590494
2001-08-06,12.540505509287328
2001-08-07,10.528739679783873
2001-08-08,11.448253572128044
2001-08-09,13.053943836827276
2001-08-10,12.084563789450472
2001-08-11,10.646755427915908
2001-08-12,9.824426334799448
2001-08-13,12.088766584857723
2001-08-14,11.376609536740961
2001-08-15,12.489043951189156
2001-08-16,13.372455667573703
2001-08-17,12.827960966908465
2001-08-18,11.993017536847223
2001-08-19,12.45000815581103
2001-08-20,10.024387124088978
2001-08-21,12.569394146322862
2001-08-22,12.998107278497038
2001-08-23,11.694218057428461
2001-08-24,12.649913514839042
