2,GPP-2.97390-47.26675
2001-01-01,9.914573481365116
2001-01-02,9.630307576734504
2001-01-03,9.418240397089821
2001-01-04,7.6421010582688105
2001-01-05,6.9065623393045374
2001-01-06,8.602177487323605
2001-01-07,8.189679636720738
2001-01-08,8.125809418030103
2001-01-09,5.725215588966906
2001-01-10,6.980524430978267
2001-01-11,7.720091331549156
2001-01-12,6.074397276798965
2001-01-13,7.7341081407654375
2001-01-14,5.7203778743505085
2001-01-15,7.703202534373286
2001-01-16,6.838589750653
2001-01-17,5.770694843223977
2001-01-18,6.664395120908966
2001-01-19,5.924077454370255
2001-01-20,7.7348499117520255
2001-01-21,7.498933365618489
2001-01-22,7.018332267389934
2001-01-23,6.339484284118343
2001-01-24,4.968728438537431
2001-01-25,8.43784173962695
2001-01-26,7.01534046516037
2001-01-27,7.996838584812593
2001-01-28,9.421265241997997
2001-01-29,8.425734203419088
2001-01-30,7.748118230978666
2001-01-31,7.761042070375851
2001-02-01,7.5071780807470025
2001-02-02,7.660833053329396
2001-02-03,7.124448804043876
2001-02-04,9.15092744758301
2001-02-05,8.879692549206053
2001-02-06,7.292868687604337
2001-02-07,8.798043765651633
2001-02-08,8.029346789527859
2001-02-09,9.09593090282883
2001-02-10,7.120036511112214
2001-02-11,6.6412757868536225
2001-02-12,7.140153457390753
2001-02-13,6.376862416409722
2001-02-14,6.1565368315055204
2001-02-15,5.013308182268446
2001-02-16,7.7637652648581525
2001-02-17,4.908826391357316
2001-02-18,6.400588059176076
2001-02-19,6.764608136118284
2001-02-20,7.831834529892166
2001-02-21,7.223405837063307
2001-02-22,7.733701761955475
2001-02-23,8.55409063217039
2001-02-24,9.692530792412475
2001-02-25,8.908275300112221
2001-02-26,7.72242904636127
2001-02-27,7.967806435755575
2001-02-28,7.453676452417245
2001-03-01,9.294438118978896
2001-03-02,8.256204576474918
2001-03-03,9.792069521396769
2001-03-04,7.404472526982361
2001-03-05,7.716785641019303
2001-03-06,6.120827205249017
2001-03-07,7.510991114074891
2001-03-08,6.384267626085432
2001-03-09,7.04471985176569
2001-03-10,7.070129712919716
2001-03-11,6.6508052858835365
2001-03-12,6.184003093812681
2001-03-13,3.909866519284951
2001-03-14,8.192214199755808
2001-03-15,7.824175857827868
2001-03-16,7.917693872926484
2001-03-17,8.332665779834167
2001-03-18,8.036079217942003
2001-03-19,8.104082721137262
2001-03-20,6.462927143943087
2001-03-21,8.852405535051597
2001-03-22,7.2994356912306
2001-03-23,6.35535867771597
2001-03-24,7.817080088716298
2001-03-25,8.244118406836176
2001-03-26,6.720008782099139
2001-03-27,7.836369105742882
2001-03-28,9.223212857503366
2001-03-29,6.729947238260379
2001-03-30,7.211837281930914
2001-03-31,7.402191120841531
2001-04-01,7.4415430990814775
2001-04-02,5.696771995455448
2001-04-03,6.523575863627465
2001-04-04,5.627783771258772
2001-04-05,5.911180860468702
2001-04-06,8.117980488365351
2001-04-07,7.507918694076265
2001-04-08,6.244303766813225
2001-04-09,7.6942770811620695
2001-04-10,7.609742442944461
2001-04-11,6.091364039327866
2001-04-12,6.4990306599710115
2001-04-13,6.637023486776563
2001-04-14,7.114447088901626
2001-04-15,5.735887363508852
2001-04-16,6.215351979043124
2001-04-17,4.502599853266838
2001-04-18,6.839118130666661
2001-04-19,5.576883598631262
2001-04-20,7.983727325115461
2001-04-21,5.963453848497176
2001-04-22,5.235190697167021
2001-04-23,8.714901270643336
2001-04-24,7.306259458408235
2001-04-25,8.854490309397878
2001-04-26,6.523080565888342
2001-04-27,9.748930341301987
2001-04-28,7.535027172480857
2001-04-29,8.570359302194852
2001-04-30,8.159018217227967
2001-05-01,5.105925087107196
2001-05-02,7.851526840262114
2001-05-03,6.708936696657742
2001-05-04,7.020414102445775
2001-05-05,8.341388753066038
2001-05-06,7.076633507847066
2001-05-07,7.387745679582473
2001-05-08,6.3674119419149395
2001-05-09,10.522560879499066
2001-05-10,10.087791535769961
2001-05-11,9.864531904277992
2001-05-12,9.37753883687507
2001-05-13,9.324879483283773
2001-05-14,9.267607959490894
2001-05-15,9.202123262264942
2001-05-16,10.612406503976974
2001-05-17,10.462585593696577
2001-05-18,8.780748304932812
2001-05-19,8.399234352231213
2001-05-20,8.838086642484637
2001-05-21,8.732770464921488
2001-05-22,8.056949866469884
2001-05-23,9.047152508796861
2001-05-24,9.884689336544152
2001-05-25,6.454826879742704
2001-05-26,7.492736370439153
2001-05-27,7.151602293513075
2001-05-28,7.45865332518789
2001-05-29,9.313043270359646
2001-05-30,7.52659050285936
2001-05-31,7.991130693066123
2001-06-01,6.840380207140469
2001-06-02,3.892238107946438
2001-06-03,4.402660872740623
2001-06-04,4.650664754266125
2001-06-05,4.6301075047563165
2001-06-06,6.319928537859978
2001-06-07,7.805120470298526
2001-06-08,3.8176775549371778
2001-06-09,5.206669547005219
2001-06-10,4.779066667389156
2001-06-11,3.5125849190176406
2001-06-12,3.3207455895286855
2001-06-13,4.644914354028717
2001-06-14,4.959619963372984
2001-06-15,4.462285185961822
2001-06-16,4.3678160844187905
2001-06-17,4.871317851364786
2001-06-18,4.838101594148827
2001-06-19,4.804885336932868
2001-06-20,4.771669079716909
2001-06-21,4.73845282250095
2001-06-22,4.705236565284991
2001-06-23,4.6720203080690315
2001-06-24,4.638804050853072
2001-06-25,4.605587793637113
2001-06-26,4.572371536421154
2001-06-27,4.539155279205195
2001-06-28,7.558681027458431
2001-06-29,5.827297768629001
2001-06-30,7.187767877458951
2001-07-01,6.230352790957877
2001-07-02,7.386871966941804
2001-07-03,8.016283638539235
2001-07-04,7.032128258004458
2001-07-05,6.165545245971637
2001-07-06,5.5866484455808365
2001-07-07,3.776870623232986
2001-07-08,7.1190887239700205
2001-07-09,5.82493382181375
2001-07-10,6.193732129168546
2001-07-11,6.016252091868783
2001-07-12,8.28124879024618
2001-07-13,8.236524632283375
2001-07-14,6.693698027640232
2001-07-15,5.676760202521787
2001-07-16,8.878794072712159
2001-07-17,7.7494670310354
2001-07-18,6.000147784423817
2001-07-19,7.049073577639323
2001-07-20,8.036754450618297
2001-07-21,7.491145315625437
2001-07-22,10.563066840943105
2001-07-23,9.21731342002861
2001-07-24,8.228083904536193
2001-07-25,8.791098974303111
2001-07-26,11.135617485023314
2001-07-27,7.254930846101215
2001-07-28,9.671196819886102
2001-07-29,11.102241672174571
2001-07-30,9.47154899975757
2001-07-31,9.263060831406715
2001-08-01,12.133373958104501
2001-08-02,10.839116613297882
2001-08-03,11.413468819684942
2001-08-04,10.210673923510178
2001-08-05,10.654742901640336
2001-08-06,10.013425041343181
2001-08-07,10.048699440917181
2001-08-08,11.77919470598142
2001-08-09,10.886965646833042
2001-08-10,11.033041992451846
2001-08-11,11.169341396744354
2001-08-12,11.191366118939154
2001-08-13,12.025609729737868
2001-08-14,12.489136420167863
2001-08-15,12.901953038843686
2001-08-16,10.786780276503734
2001-08-17,11.60631029583106
2001-08-18,13.755968481758204
2001-08-19,11.664073939221206
2001-08-20,9.92004093125923
2001-08-21,12.437640884135421
2001-08-22,12.36747676522333
2001-08-23,12.670657524067385
2001-08-24,10.450515950363558
2001-08-25,11.191168762235304
2001-08-26,12.557415296149216
2001-08-27,12.61532411316293
2001-08-28,11.115380022247413
2001-08-29,11.403521865241409
2001-08-30,12.845024602446584
2001-08-31,11.380842650168452
2001-09-01,11.374299955044746
2001-09-02,12.881934360613554
2001-09-03,13.490000012395392
2001-09-04,12.481137955291452
2001-09-05,11.285243194084117
2001-09-06,11.715331026144263
2001-09-07,10.888350723134078
2001-09-08,11.043260955655306
2001-09-09,11.661024496924433
2001-09-10,13.273395999867367
2001-09-11,11.329413469556854
2001-09-12,12.8386338316887
2001-09-13,12.838232568165346
2001-09-14,12.143912286506183
2001-09-15,11.671704620907246
2001-09-16,11.754192888183049
2001-09-17,11.376106052440303
2001-09-18,12.692563926096534
2001-09-19,12.369863503257918
2001-09-20,11.9340945059263
2001-09-21,13.188644268780292
2001-09-22,12.85753826275548
2001-09-23,11.349714281945584
2001-09-24,12.652019741937494
2001-09-25,12.02174512900986
2001-09-26,10.258689194186836
2001-09-27,13.0247309758351
2001-09-28,13.511806109954474
2001-09-29,11.707666706250318
2001-09-30,13.552408405294454
2001-10-01,13.012955472049132
2001-10-02,14.381011559276182
2001-10-03,11.55980261141681
2001-10-04,12.025812772128704
2001-10-05,11.968585313752119
2001-10-06,12.047090942714927
2001-10-07,11.535163880568824
2001-10-08,11.638847488054942
2001-10-09,11.058723136810633
2001-10-10,11.036912892535938
2001-10-11,9.780369189970955
2001-10-12,10.104403483128205
2001-10-13,10.857359133980696
2001-10-14,10.318805629252605
2001-10-15,13.498818331426133
2001-10-16,12.392847000151985
2001-10-17,10.869415368355527
2001-10-18,11.4930892647699
2001-10-19,10.238380700174217
2001-10-20,11.898589393082366
2001-10-21,10.437795512590895
2001-10-22,9.488665732062433
2001-10-23,12.04965461735257
2001-10-24,9.132896276383752
2001-10-25,6.898046923297487
2001-10-26,9.972781389995692
2001-10-27,9.7192808797291
2001-10-28,10.068827000908362
2001-10-29,9.846054787956108
2001-10-30,7.075525841542484
2001-10-31,9.54796462722276
2001-11-01,11.965599024943275
2001-11-02,8.496297715934496
2001-11-03,9.43727777131114
2001-11-04,8.656424477851607
2001-11-05,11.265354847044119
2001-11-06,12.033789425951577
2001-11-07,10.854064391639168
2001-11-08,10.889541578848803
2001-11-09,10.919812926826483
2001-11-10,10.457429924597259
2001-11-11,10.509075541054997
2001-11-12,11.298723655297632
2001-11-13,9.791409222887399
2001-11-14,10.946347552067463
2001-11-15,9.238987828241
2001-11-16,10.51482269899265
2001-11-17,12.621488471988895
2001-11-18,9.88127221492731
2001-11-19,10.814743669255758
2001-11-20,11.469564468816674
2001-11-21,11.091512850137164
2001-11-22,11.374023611443667
2001-11-23,10.843543851967324
2001-11-24,11.557781759408137
2001-11-25,10.577721153664827
2001-11-26,8.189692046011528
2001-11-27,9.424912332189491
